flag_name,flag_id,map_name,map_area_name,map_override_name,set_or_used,asset_path
ScenarioFlag1,117,Map_30400,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_map_30400
ScenarioFlag1,118,Map_30400,Forest of Moore,,Set,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_e_0118
ScenarioFlag1,118,Map_30400,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_e_0118
ScenarioFlag1,118,Map_30400,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_map_30400
ScenarioFlag1,119,Map_30400,Forest of Moore,,Set,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_e_0119_2
ScenarioFlag1,119,Map_30420,Forest of Moore,,Set,Assets/GameAssets/Serial/Res/Map/Map_30420/Map_30420/sc_e_0119_2
ScenarioFlag1,119,Map_30400,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_30401_1_to_30400_2
ScenarioFlag1,119,Map_30400,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30400/Map_30400/sc_map_30400
ScenarioFlag1,119,Map_30420,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30420/Map_30420/sc_map_30420
ScenarioFlag1,120,Map_30430,Forest of Moore,,Set,Assets/GameAssets/Serial/Res/Map/Map_30430/Map_30430/sc_e_0120
ScenarioFlag1,120,Map_30430,Forest of Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_30430/Map_30430/sc_map_30430
ScenarioFlag1,121,Map_30431_1,Guardian Tree - Interior,MSG_ARA_NAME_109,Set,Assets/GameAssets/Serial/Res/Map/Map_30431/Map_30431_1/sc_e_0121_4
ScenarioFlag1,121,Map_30431_1,Guardian Tree - Interior,MSG_ARA_NAME_109,Use,Assets/GameAssets/Serial/Res/Map/Map_30431/Map_30431_1/sc_map_30431_1
ScenarioFlag1,122,Map_20151_5,Regole - Inn,,Use,Assets/GameAssets/Serial/Res/Map/Map_20151/Map_20151_5/sc_map_20151_5
ScenarioFlag1,122,Map_20160,Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_20160/Map_20160/sc_npc_20160_1
ScenarioFlag1,122,Map_20170,Surgate Castle,,Use,Assets/GameAssets/Serial/Res/Map/Map_20170/Map_20170/sc_map_20170
ScenarioFlag1,122,Map_20181_5,Quelb - Kelger's House,MSG_MAP_NAME_50,Use,Assets/GameAssets/Serial/Res/Map/Map_20181/Map_20181_5/sc_npc_20181_5_1
ScenarioFlag1,122,Map_20191_8,Castle of Bal - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_8/sc_map_20191_8
ScenarioFlag1,122,Map_20191_8,Castle of Bal - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_8/sc_npc_20191_8_1
ScenarioFlag1,122,Map_20191_8,Castle of Bal - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_8/sc_npc_20191_8_2
ScenarioFlag1,122,Map_30221_1,Castle Exdeath,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30221/Map_30221_1/sc_map_30221_1
ScenarioFlag1,122,Map_30221_9,Castle Exdeath - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_30221/Map_30221_9/sc_map_30221_9
ScenarioFlag1,122,Map_30311_4,Kuza, the Sealed Castle - Sealed Room,MSG_MAP_NAME_57,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_4/sc_map_30311_4
ScenarioFlag1,122,Map_30381_7,Ghido's Cave,,Use,Assets/GameAssets/Serial/Res/Map/Map_30381/Map_30381_7/sc_map_30381_7
ScenarioFlag1,122,Map_30431_1,Guardian Tree - Interior,MSG_ARA_NAME_109,Use,Assets/GameAssets/Serial/Res/Map/Map_30431/Map_30431_1/sc_map_30431_1
ScenarioFlag1,123,Map_30441_9,Castle Exdeath - 3F,MSG_ARA_NAME_26,Set,Assets/GameAssets/Serial/Res/Map/Map_30441/Map_30441_9/sc_e_0123_3
ScenarioFlag1,123,Map_20181_4,Quelb - Kelger's House,MSG_MAP_NAME_50,Use,Assets/GameAssets/Serial/Res/Map/Map_20181/Map_20181_4/sc_npc_20181_4_1
ScenarioFlag1,123,Map_20181_5,Quelb - Kelger's House,MSG_MAP_NAME_50,Use,Assets/GameAssets/Serial/Res/Map/Map_20181/Map_20181_5/sc_map_20181_5
ScenarioFlag1,123,Map_30221_9,Castle Exdeath - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_30221/Map_30221_9/sc_map_30221_9
ScenarioFlag1,123,Map_30441_9,Castle Exdeath - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_30441/Map_30441_9/sc_map_30441_9
ScenarioFlag1,124,Map_30441_19,Castle Exdeath - 11F,MSG_ARA_NAME_34,Set,Assets/GameAssets/Serial/Res/Map/Map_30441/Map_30441_19/sc_e_0124_1
ScenarioFlag1,124,Map_30441_19,Castle Exdeath - 11F,MSG_ARA_NAME_34,Use,Assets/GameAssets/Serial/Res/Map/Map_30441/Map_30441_19/sc_map_30441_19
ScenarioFlag1,124,Map_30601_1,Interdimensional Rift,MSG_ARA_NAME_85,Use,Assets/GameAssets/Serial/Res/Map/Map_30601/Map_30601_1/sc_map_30601_1
ScenarioFlag1,125,Map_20010,Tule,,Use,Assets/GameAssets/Serial/Res/Map/Map_20010/Map_20010/sc_20010_to_world
ScenarioFlag1,125,Map_20010,Tule,,Use,Assets/GameAssets/Serial/Res/Map/Map_20010/Map_20010/sc_map_20010
ScenarioFlag1,125,Map_20010,Tule,,Use,Assets/GameAssets/Serial/Res/Map/Map_20010/Map_20010/sc_npc_20010_2
ScenarioFlag1,125,Map_20011_1,Tule - 1F,MSG_MAP_NAME_03,Use,Assets/GameAssets/Serial/Res/Map/Map_20011/Map_20011_1/sc_npc_20011_1_1
ScenarioFlag1,125,Map_20011_3,Tule - Pub,,Use,Assets/GameAssets/Serial/Res/Map/Map_20011/Map_20011_3/sc_map_20011_3
ScenarioFlag1,125,Map_20011_9,Tule - Zok's House,MSG_MAP_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20011/Map_20011_9/sc_npc_20011_9_1
ScenarioFlag1,125,Map_20020,Carwen,,Use,Assets/GameAssets/Serial/Res/Map/Map_20020/Map_20020/sc_20020_to_world
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_20050_to_20051_1
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_20050_to_world
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_map_20050
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_1
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_3
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_4
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_5
ScenarioFlag1,125,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_6
ScenarioFlag1,125,Map_20051_10,Castle Tycoon,MSG_ARA_NAME_113,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_10/sc_e_0272
ScenarioFlag1,125,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_map_20051_2
ScenarioFlag1,125,Map_20051_8,Castle Tycoon - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_8/sc_npc_20051_8_1
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_20060_to_world
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_1
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_2
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_3
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_4
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_5
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_6
ScenarioFlag1,125,Map_20060,Karnak,,Use,Assets/GameAssets/Serial/Res/Map/Map_20060/Map_20060/sc_npc_20060_7
ScenarioFlag1,125,Map_20061_5,Karnak - Pub,,Use,Assets/GameAssets/Serial/Res/Map/Map_20061/Map_20061_5/sc_map_20061_5
ScenarioFlag1,125,Map_20080,Jachol,,Use,Assets/GameAssets/Serial/Res/Map/Map_20080/Map_20080/sc_20080_to_world
ScenarioFlag1,125,Map_20080,Jachol,,Use,Assets/GameAssets/Serial/Res/Map/Map_20080/Map_20080/sc_map_20080
ScenarioFlag1,125,Map_20081_3,Jachol - Pub,,Use,Assets/GameAssets/Serial/Res/Map/Map_20081/Map_20081_3/sc_npc_20081_3_1
ScenarioFlag1,125,Map_20100,Crescent,,Use,Assets/GameAssets/Serial/Res/Map/Map_20100/Map_20100/sc_20100_to_world
ScenarioFlag1,125,Map_20100,Crescent,,Use,Assets/GameAssets/Serial/Res/Map/Map_20100/Map_20100/sc_map_20100
ScenarioFlag1,125,Map_20101_1,Crescent - Inn,,Use,Assets/GameAssets/Serial/Res/Map/Map_20101/Map_20101_1/sc_npc_20101_1_1
ScenarioFlag1,125,Map_20101_1,Crescent - Inn,,Use,Assets/GameAssets/Serial/Res/Map/Map_20101/Map_20101_1/sc_npc_20101_1_2
ScenarioFlag1,125,Map_20101_1,Crescent - Inn,,Use,Assets/GameAssets/Serial/Res/Map/Map_20101/Map_20101_1/sc_npc_20101_1_3
ScenarioFlag1,125,Map_20101_2,Crescent - Minstrel's House,MSG_ARA_NAME_76,Use,Assets/GameAssets/Serial/Res/Map/Map_20101/Map_20101_2/sc_e_0198
ScenarioFlag1,125,Map_20150,Regole,,Use,Assets/GameAssets/Serial/Res/Map/Map_20150/Map_20150/sc_20150_to_world
ScenarioFlag1,125,Map_20150,Regole,,Use,Assets/GameAssets/Serial/Res/Map/Map_20150/Map_20150/sc_npc_20150_1
ScenarioFlag1,125,Map_20150,Regole,,Use,Assets/GameAssets/Serial/Res/Map/Map_20150/Map_20150/sc_npc_20150_2
ScenarioFlag1,125,Map_20150,Regole,,Use,Assets/GameAssets/Serial/Res/Map/Map_20150/Map_20150/sc_npc_20150_3
ScenarioFlag1,125,Map_20151_2,Regole - Equipment Shop,,Use,Assets/GameAssets/Serial/Res/Map/Map_20151/Map_20151_2/sc_npc_20151_2_1
ScenarioFlag1,125,Map_20160,Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_20160/Map_20160/sc_20160_to_world
ScenarioFlag1,125,Map_20160,Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_20160/Map_20160/sc_npc_20160_1
ScenarioFlag1,125,Map_20160,Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_20160/Map_20160/sc_npc_20160_2
ScenarioFlag1,125,Map_20160,Moore,,Use,Assets/GameAssets/Serial/Res/Map/Map_20160/Map_20160/sc_npc_20160_3
ScenarioFlag1,125,Map_20161_1,Moore - Pub,,Use,Assets/GameAssets/Serial/Res/Map/Map_20161/Map_20161_1/sc_map_20161_1
ScenarioFlag1,125,Map_20161_1,Moore - Pub,,Use,Assets/GameAssets/Serial/Res/Map/Map_20161/Map_20161_1/sc_npc_20161_1_1
ScenarioFlag1,125,Map_20170,Surgate Castle,,Use,Assets/GameAssets/Serial/Res/Map/Map_20170/Map_20170/sc_20170_to_world
ScenarioFlag1,125,Map_20171_1,Surgate Castle - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_1/sc_npc_20171_1_1
ScenarioFlag1,125,Map_20171_3,Surgate Castle - B1,MSG_ARA_NAME_16,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_3/sc_map_20171_3
ScenarioFlag1,125,Map_20171_3,Surgate Castle - B1,MSG_ARA_NAME_16,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_3/sc_npc_20171_3_1
ScenarioFlag1,125,Map_20171_3,Surgate Castle - B1,MSG_ARA_NAME_16,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_3/sc_npc_20171_3_2
ScenarioFlag1,125,Map_20171_4,Surgate Castle - B2,MSG_ARA_NAME_17,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_4/sc_map_20171_4
ScenarioFlag1,125,Map_20171_4,Surgate Castle - B2,MSG_ARA_NAME_17,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_4/sc_sty_20171_4
ScenarioFlag1,125,Map_20171_6,Surgate Castle - Library,MSG_ARA_NAME_101,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_6/sc_map_20171_6
ScenarioFlag1,125,Map_20171_7,Surgate Castle - Library,MSG_ARA_NAME_101,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_7/sc_map_20171_7
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_20180_to_world_1
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_20180_to_world_2
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_npc_20180_1
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_npc_20180_2
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_npc_20180_3
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_npc_20180_4
ScenarioFlag1,125,Map_20180,Quelb,MSG_MAP_NAME_52,Use,Assets/GameAssets/Serial/Res/Map/Map_20180/Map_20180/sc_npc_20180_5
ScenarioFlag1,125,Map_20190,Castle of Bal,,Use,Assets/GameAssets/Serial/Res/Map/Map_20190/Map_20190/sc_20190_to_world
ScenarioFlag1,125,Map_20191_4,Castle of Bal - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_4/sc_map_20191_4
ScenarioFlag1,125,Map_20191_5,Castle of Bal - B1,MSG_ARA_NAME_16,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_5/sc_map_20191_5
ScenarioFlag1,125,Map_20191_7,Castle of Bal - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20191/Map_20191_7/sc_map_20191_7
ScenarioFlag1,125,Map_20221_1,Library of the Ancients,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20221/Map_20221_1/sc_20221_1_to_world
ScenarioFlag1,125,Map_20221_1,Library of the Ancients,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20221/Map_20221_1/sc_map_20221_1
ScenarioFlag1,125,Map_20221_2,Library of the Ancients - 2F,MSG_ARA_NAME_25,Use,Assets/GameAssets/Serial/Res/Map/Map_20221/Map_20221_2/sc_map_20221_2
ScenarioFlag1,125,Map_20221_3,Library of the Ancients - Roof,MSG_ARA_NAME_13,Use,Assets/GameAssets/Serial/Res/Map/Map_20221/Map_20221_3/sc_map_20221_3
ScenarioFlag1,125,Map_20231_4,Catapult - Living Quarters,,Use,Assets/GameAssets/Serial/Res/Map/Map_20231/Map_20231_4/sc_e_0224_2
ScenarioFlag1,125,Map_20231_4,Catapult - Living Quarters,,Use,Assets/GameAssets/Serial/Res/Map/Map_20231/Map_20231_4/sc_e_0432
ScenarioFlag1,125,Map_20231_7,Catapult - Hangar,MSG_ARA_NAME_87,Use,Assets/GameAssets/Serial/Res/Map/Map_20231/Map_20231_7/sc_20231_7_to_world
ScenarioFlag1,125,Map_20250,Castle Tycoon,MSG_MAP_NAME_19,Use,Assets/GameAssets/Serial/Res/Map/Map_20250/Map_20250/sc_e_0188_2
ScenarioFlag1,125,Map_30020,Cave - Entrance,MSG_ARA_NAME_110,Use,Assets/GameAssets/Serial/Res/Map/Map_30020/Map_30020/sc_30020_to_world
ScenarioFlag1,125,Map_30021_1,Cave - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30021/Map_30021_1/sc_map_30021_1
ScenarioFlag1,125,Map_30021_2,Cave - 2F,MSG_ARA_NAME_25,Use,Assets/GameAssets/Serial/Res/Map/Map_30021/Map_30021_2/sc_map_30021_2
ScenarioFlag1,125,Map_30021_3,Cave - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_30021/Map_30021_3/sc_map_30021_3
ScenarioFlag1,125,Map_30021_4,Pirates' Hideout,,Use,Assets/GameAssets/Serial/Res/Map/Map_30021/Map_30021_4/sc_map_30021_4
ScenarioFlag1,125,Map_30021_6,Pirates' Hideout,,Use,Assets/GameAssets/Serial/Res/Map/Map_30021/Map_30021_6/sc_map_30021_6
ScenarioFlag1,125,Map_30041_1,Wind Shrine,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30041/Map_30041_1/sc_30041_1_to_world
ScenarioFlag1,125,Map_30041_1,Wind Shrine,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30041/Map_30041_1/sc_map_30041_1
ScenarioFlag1,125,Map_30041_8,Wind Shrine,MSG_ARA_NAME_80,Use,Assets/GameAssets/Serial/Res/Map/Map_30041/Map_30041_8/sc_e_0210
ScenarioFlag1,125,Map_30070,North Mountain,MSG_ARA_NAME_110,Use,Assets/GameAssets/Serial/Res/Map/Map_30070/Map_30070/sc_30070_to_world
ScenarioFlag1,125,Map_30161_1,Jachol Cave - B1,MSG_ARA_NAME_16,Use,Assets/GameAssets/Serial/Res/Map/Map_30161/Map_30161_1/sc_30161_1_to_world
ScenarioFlag1,125,Map_30161_2,Jachol Cave - B2,MSG_ARA_NAME_17,Use,Assets/GameAssets/Serial/Res/Map/Map_30161/Map_30161_2/sc_e_0227
ScenarioFlag1,125,Map_30161_2,Jachol Cave - B2,MSG_ARA_NAME_17,Use,Assets/GameAssets/Serial/Res/Map/Map_30161/Map_30161_2/sc_map_30161_2
ScenarioFlag1,125,Map_30260,Drakenvale,MSG_ARA_NAME_95,Use,Assets/GameAssets/Serial/Res/Map/Map_30260/Map_30260/sc_30260_to_world
ScenarioFlag1,125,Map_30311_1,Kuza, the Sealed Castle - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_1/sc_30311_1_to_30311_2
ScenarioFlag1,125,Map_30311_1,Kuza, the Sealed Castle - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_1/sc_30311_1_to_world
ScenarioFlag1,125,Map_30311_1,Kuza, the Sealed Castle - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_1/sc_map_30311_1
ScenarioFlag1,125,Map_30311_2,Kuza, the Sealed Castle - Great Hall,MSG_ARA_NAME_10,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_2/sc_30311_2_to_30311_3
ScenarioFlag1,125,Map_30311_3,Kuza, the Sealed Castle - Passage,,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_3/sc_30311_3_to_30311_2
ScenarioFlag1,125,Map_30311_4,Kuza, the Sealed Castle - Sealed Room,MSG_MAP_NAME_57,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_4/sc_e_0420
ScenarioFlag1,125,Map_30311_5,Kuza, the Sealed Castle,MSG_ARA_NAME_10,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_5/sc_30311_2_to_30311_3
ScenarioFlag1,125,Map_30311_6,Kuza, the Sealed Castle,,Use,Assets/GameAssets/Serial/Res/Map/Map_30311/Map_30311_6/sc_30311_3_to_30311_2
ScenarioFlag1,125,Map_30441_22,Castle Exdeath - 13F,MSG_ARA_NAME_36,Use,Assets/GameAssets/Serial/Res/Map/Map_30441/Map_30441_22/sc_map_30441_22
ScenarioFlag1,126,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Set,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_e_0126_1
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_20050_to_20051_1
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_map_20050
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_map_20050_gate_1
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_1
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_3
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_5
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_npc_20050_6
ScenarioFlag1,126,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_world_3_to_20050_1
ScenarioFlag1,126,Map_20051_1,Castle Tycoon - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_1/sc_map_20051_1
ScenarioFlag1,126,Map_20051_10,Castle Tycoon,MSG_ARA_NAME_113,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_10/sc_map_20051_10
ScenarioFlag1,126,Map_20051_11,Castle Tycoon - 2F,MSG_ARA_NAME_25,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_11/sc_map_20051_11
ScenarioFlag1,126,Map_20051_12,Castle Tycoon - 2F,MSG_ARA_NAME_25,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_12/sc_map_20051_12
ScenarioFlag1,126,Map_20051_13,Castle Tycoon - 3F,MSG_ARA_NAME_26,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_13/sc_map_20051_13
ScenarioFlag1,126,Map_20051_14,Castle Tycoon - 4F,MSG_ARA_NAME_27,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_14/sc_map_20051_14
ScenarioFlag1,126,Map_20051_15,Castle Tycoon - 5F,MSG_ARA_NAME_28,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_15/sc_map_20051_15
ScenarioFlag1,126,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_map_20051_2
ScenarioFlag1,126,Map_20051_3,Castle Tycoon - King's Chamber,MSG_ARA_NAME_75,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_3/sc_map_20051_3
ScenarioFlag1,126,Map_20051_4,Castle Tycoon - Lenna's Room,MSG_ARA_NAME_74,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_4/sc_map_20051_4
ScenarioFlag1,126,Map_20051_5,Castle Tycoon - Storehouse,MSG_ARA_NAME_12,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_5/sc_map_20051_5
ScenarioFlag1,126,Map_20051_6,Castle Tycoon - Eastern Tower,MSG_ARA_NAME_106,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_6/sc_map_20051_6
ScenarioFlag1,126,Map_20051_7,Castle Tycoon - Storehouse,MSG_ARA_NAME_12,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_7/sc_map_20051_7
ScenarioFlag1,126,Map_20051_8,Castle Tycoon - 1F,MSG_ARA_NAME_24,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_8/sc_map_20051_8
ScenarioFlag1,126,Map_20051_9,Castle Tycoon,MSG_ARA_NAME_113,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_9/sc_map_20051_9
ScenarioFlag1,126,Map_20171_7,Surgate Castle - Library,MSG_ARA_NAME_101,Use,Assets/GameAssets/Serial/Res/Map/Map_20171/Map_20171_7/sc_e_0242
ScenarioFlag1,126,Map_20250,Castle Tycoon,MSG_MAP_NAME_19,Use,Assets/GameAssets/Serial/Res/Map/Map_20250/Map_20250/sc_map_20250
ScenarioFlag1,127,Map_20050,Castle Tycoon,,Set,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_e_0127
ScenarioFlag1,127,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_map_20050
ScenarioFlag1,127,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_world_3_to_20050_1
ScenarioFlag1,127,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_20051_2_to_20051_1
ScenarioFlag1,127,Map_20170,Surgate Castle,,Use,Assets/GameAssets/Serial/Res/Map/Map_20170/Map_20170/sc_map_20170
ScenarioFlag1,128,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Set,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_e_0128
ScenarioFlag1,128,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_map_20050
ScenarioFlag1,128,Map_20050,Castle Tycoon,,Use,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_world_3_to_20050_1
ScenarioFlag1,128,Map_20051_2,Castle Tycoon - Throne Room,MSG_ARA_NAME_11,Use,Assets/GameAssets/Serial/Res/Map/Map_20051/Map_20051_2/sc_20051_2_to_20051_1
ScenarioFlag1,129,Map_20050,Castle Tycoon,,Set,Assets/GameAssets/Serial/Res/Map/Map_20050/Map_20050/sc_e_0129
